Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
EDUC,Educational Development Corporation Common Stock,16092868,United States,,5033,Consumer Discretionary,Consumer Specialties
EE,Excelerate Energy Inc. Class A Common Stock,1900406476,United States,2022,120344,Utilities,Oil/Gas Transmission
EEA,The European Equity Fund Inc. Common Stock,0,United States,,13625,Finance,Trusts Except Educational Religious and Charitable
EEFT,Euronet Worldwide Inc. Common Stock,4691699790,United States,1997,379213,Finance,Investment Bankers/Brokers/Service
EEIQ,EpicQuest Education Group International Limited Common Stock,10910392,United States,2021,3826,Real Estate,Other Consumer Services
EEX,Emerald Holding Inc. Common Stock,1072180732,United States,2017,94070,Consumer Discretionary,Business Services
EFC,Ellington Financial Inc. Common Stock ,1045165111,United States,2010,911330,Finance,Real Estate
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,7379,,
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,,United States,,3028,,
EFC^C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,,United States,,230,,
EFC^D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,,United States,,544,,
EFC^E,Ellington Financial Inc. 8.250% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,1381,,
EFOI,Energy Focus Inc. Common Stock,6143994,United States,,6726,Consumer Discretionary,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,0,United States,2003,125060,Finance,Trusts Except Educational Religious and Charitable
EFSC,Enterprise Financial Services Corporation Common Stock,1467800564,United States,,75929,Finance,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,706343873,United States,,1835,Finance,Major Banks
EFSH,1847 Holdings LLC Common Shares,12195787,,2022,125022,Consumer Discretionary,Professional Services
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,394756932,United States,2004,62322,Finance,Finance Companies
EFX,Equifax Inc. Common Stock,29827409103,United States,,483657,Finance,Finance: Consumer Services
EFXT,Enerflex Ltd Common Shares,670779305,Canada,2022,93996,Industrials,Industrial Machinery/Components
EG,Everest Group Ltd. Common Stock,16211663715,Bermuda,,274666,Finance,Property-Casualty Insurers
EGAN,eGain Corporation Common Stock,184627292,United States,1999,50619,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,542507777,United States,,202180,Finance,Major Banks
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,0,United States,2005,8388,Finance,Trusts Except Educational Religious and Charitable
EGHT,8x8 Inc Common Stock,297141525,United States,,584683,Technology,EDP Services
EGIO,Edgio Inc. Common Stock,64525957,United States,2007,63746,Consumer Discretionary,Business Services
EGO,Eldorado Gold Corporation Ordinary Shares,3275659800,Canada,,958256,Basic Materials,Precious Metals
EGP,EastGroup Properties Inc. Common Stock,8398775228,United States,,188920,Real Estate,Real Estate Investment Trusts
EGRX,Eagle Pharmaceuticals Inc. Common Stock,78051696,United States,2014,388728,Health Care,Biotechnology: Pharmaceutical Preparations
EGY,VAALCO Energy Inc.  Common Stock,646597031,United States,,510213,Energy,Oil & Gas Production
EH,EHang Holdings Limited ADS,913212556,China,2019,453429,Industrials,Military/Government/Technical
EHAB,Enhabit Inc. Common Stock,442872332,United States,2022,290260,Health Care,Medical/Nursing Services
EHC,Encompass Health Corporation Common Stock,8454546068,United States,,478083,Health Care,Hospital/Nursing Management
EHGO,Eshallgo Inc. Class A Ordinary Shares,39340350,China,2024,139090,,
EHI,Western Asset Global High Income Fund Inc Common Stock,0,United States,2003,121651,Finance,Investment Managers
EHTH,eHealth Inc. Common Stock,125813330,United States,2006,252644,Finance,Specialty Insurers
EIC,Eagle Point Income Company Inc. Common Stock,144400431,,2019,142546,Finance,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,208716970,,2021,3060,Finance,Finance/Investors Services
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,0,,,1500,,
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,0,,,17182,,
EIG,Employers Holdings Inc Common Stock,1072030219,United States,2007,118603,Finance,Property-Casualty Insurers
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,0,United States,2002,188034,Finance,Finance/Investors Services
EIX,Edison International Common Stock,27536776504,United States,,2380121,Utilities,Electric Utilities: Central
EJH,E-Home Household Service Holdings Limited Ordinary Shares,3521647,China,2021,3325809,Consumer Discretionary,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,19991869,United States,,27635,Industrials,Industrial Machinery/Components
EL,Estee Lauder Companies Inc. (The) Common Stock,38187059610,United States,1995,2120776,Consumer Discretionary,Package Goods/Cosmetics
ELA,Envela Corporation Common Stock,136374656,United States,,66886,Consumer Discretionary,Consumer Specialties
ELAB,Elevai Labs Inc. Common Stock,10615479,United States,2023,126183,Health Care,Biotechnology: Pharmaceutical Preparations
ELAN,Elanco Animal Health Incorporated Common Stock,6888891783,United States,2018,6017682,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation Common Stock,24761217,Canada,,34723,Miscellaneous,Industrial Machinery/Components
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,4686961393,United States,2016,8554,Utilities,Electric Utilities: Central
ELDN,Eledon Pharmaceuticals Inc. Common Stock,95111337,United States,2014,90645,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,152440751,United States,2021,1063184,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELF,e.l.f. Beauty Inc. Common Stock,11360108366,United States,2016,878663,Consumer Discretionary,Package Goods/Cosmetics
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),150118193,Israel,,6444,Utilities,Electric Utilities: Central
ELMD,Electromed Inc. Common Stock,128450989,United States,2011,11127,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,Elme Communities Common Stock,1349102577,United States,2000,510947,Real Estate,Real Estate Investment Trusts
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),2327621667,Brazil,2021,138739,Utilities,Electric Utilities: Central
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),2059425036,Brazil,2023,469049,Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc. Common Stock,11885381222,United States,,1045461,Real Estate,Real Estate Investment Trusts
ELSE,Electro-Sensors Inc. Common Stock,13472123,United States,,9,Industrials,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,56955756,Israel,1997,26730,Technology,Electrical Products
ELTX,Elicio Therapeutics Inc. Common Stock,38410866,United States,2021,72577,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,117610085,United States,2020,71978,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELV,Elevance Health Inc. Common Stock,1.2238E+11,United States,,658856,Health Care,Medical Specialities
ELVA,Electrovaya Inc. Common Shares,85506083,Canada,,21292,,
ELVN,Enliven Therapeutics Inc. Common Stock,1055973870,United States,2020,295177,Health Care,Biotechnology: Pharmaceutical Preparations
ELWS,Earlyworks Co. Ltd. American Depositary Shares,6466942,Japan,2023,7167,Technology,EDP Services
ELYM,Eliem Therapeutics Inc Common Stock,197238105,United States,2021,138455,Health Care,Biotechnology: Pharmaceutical Preparations
EM,Smart Share Global Limited American Depositary Shares,234915631,China,2021,96944,Consumer Discretionary,Other Consumer Services
EMBC,Embecta Corp. Common Stock,677048254,United States,,311717,Health Care,Medical/Dental Instruments
EMCG,Embrace Change Acquisition Corp Ordinary Shares,0,United States,2022,7532,Finance,Blank Checks
EMCGR,Embrace Change Acquisition Corp Rights,0,United States,2022,2500,Finance,Blank Checks
EMCGU,Embrace Change Acquisition Corp Unit,0,United States,2022,101,Finance,Blank Checks
EMCGW,Embrace Change Acquisition Corp Warrants,0,United States,2022,3800,Finance,Blank Checks
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,0,United States,,135525,Finance,Finance/Investors Services
EME,EMCOR Group Inc. Common Stock,17099112325,United States,,300967,Industrials,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,0,United States,1987,18908,Finance,Finance/Investors Services
EMKR,EMCORE Corporation Common Stock,11491365,United States,1997,1232926,Technology,Semiconductors
EML,Eastern Company (The) Common Stock,166185377,United States,,38240,Consumer Discretionary,Industrial Machinery/Components
EMLD,FTAC Emerald Acquisition Corp. Class A Common Stock,0,United States,2022,26110,Finance,Blank Checks
EMLDW,FTAC Emerald Acquisition Corp. Warrant,0,United States,2022,20507,Finance,Blank Checks
EMN,Eastman Chemical Company Common Stock,11264939529,United States,,688601,Industrials,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,0,United States,2011,62191,Finance,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,4776821258,United States,2016,11818,Utilities,Electric Utilities: Central
EMR,Emerson Electric Company Common Stock,62913837000,United States,,1510855,Technology,Consumer Electronics/Appliances
EMX,EMX Royalty Corporation Common Shares (Canada),211906952,Canada,,138638,Basic Materials,Metal Mining
ENB,Enbridge Inc Common Stock,75221090877,Canada,,2843044,Energy,Natural Gas Distribution
ENFN,Enfusion Inc. Class A Common Stock,1108153317,United States,2021,164500,Technology,Computer Software: Prepackaged Software
ENG,ENGlobal Corporation Common Stock,7244999,United States,,3776,Consumer Discretionary,Military/Government/Technical
ENGN,enGene Holdings Inc. Common Stock,397495431,Canada,,242070,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGNW,enGene Holdings Inc. Warrants,75082470,Canada,,105,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),3983993695,Chile,2016,182906,Utilities,Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,4550472106,United States,,1300,Utilities,Power Generation
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,6255075671,United States,,2103918,Utilities,Natural Gas Distribution
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1836677900,Israel,2023,39944,Utilities,Electric Utilities: Central
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,24922064,Israel,2014,37379,Health Care,Biotechnology: Pharmaceutical Preparations
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,4913484897,United States,2016,4846,Utilities,Power Generation
ENOV,Enovis Corporation Common Stock,2433734699,United States,,640036,Health Care,Industrial Specialties
ENPH,Enphase Energy Inc. Common Stock,13988609991,United States,2012,3536682,Technology,Semiconductors
ENR,Energizer Holdings Inc. Common Stock,2109920855,United States,2015,256667,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys Common Stock,4039651814,United States,2004,270788,Technology,Industrial Machinery/Components
ENSC,Ensysce Biosciences Inc. Common Stock,3514969,United States,,19798,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,The Ensign Group Inc. Common Stock,7116515460,United States,2007,359348,Health Care,Hospital/Nursing Management
ENSV,Enservco Corporation Common Stock,6381268,United States,,179655,Energy,Oilfield Services/Equipment
ENTA,Enanta Pharmaceuticals Inc. Common Stock,289734192,United States,2013,151893,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,Entegris Inc. Common Stock,21340009825,United States,2000,1187532,Industrials,Plastic Products
ENTO,Entero Therapeutics Inc. Common Stock,2574094,United States,2016,21988,Health Care,Biotechnology: Pharmaceutical Preparations
ENTX,Entera Bio Ltd. Ordinary Shares,63339997,Israel,2018,47540,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENV,Envestnet Inc Common Stock,3485650385,United States,2010,1338218,Consumer Discretionary,Business Services
ENVA,Enova International Inc. Common Stock,1667588816,United States,2014,125128,Finance,Finance: Consumer Services
ENVB,Enveric Biosciences Inc. Common Stock,3953523,United States,,178895,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,Enovix Corporation Common Stock,2830500833,United States,2021,6630515,Miscellaneous,Industrial Machinery/Components
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,0,United States,2002,30836,Finance,Finance/Investors Services
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),53515966,United States,1988,62807,Health Care,Medical Specialities
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,0,United States,2007,221800,Finance,Investment Managers
EOG,EOG Resources Inc. Common Stock,72200894437,United States,,2631583,Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,0,United States,2004,49104,Finance,Finance/Investors Services
EOLS,Evolus Inc. Common Stock,694976406,United States,2018,366107,Health Care,Biotechnology: Pharmaceutical Preparations
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,0,,2005,98542,Finance,Trusts Except Educational Religious and Charitable
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,403767447,United States,,13672726,Miscellaneous,Industrial Machinery/Components
EOSEW,Eos Energy Enterprises Inc. Warrant,53800972,United States,,78664,Miscellaneous,Industrial Machinery/Components
